Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2613,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.096,3,0.6,-3.9624
2629,US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995,7,0.7,-935.9595
2630,US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22,10,0.7,-7.48
2636,CA-2015-116750,07-05-2015,07-10-2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.784
2666,CA-2016-164784,05-01-2016,05-04-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,-2.0108
2678,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312
2679,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,2,0.7,-16.776
2687,CA-2016-133123,09-06-2016,09-11-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564
2688,US-2016-128195,08-04-2016,08-05-2016,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.567
2691,CA-2017-156412,12-04-2017,12-08-2017,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,3,0.7,-4.455
2711,US-2015-120572,12-11-2015,12/15/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796
2720,CA-2014-110030,12-06-2014,12-08-2014,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
2728,CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,1,0.7,-1.3128
2749,CA-2015-110247,12-04-2015,12-08-2015,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324
2750,US-2014-141257,06-08-2014,6/14/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",0.0,3,0.2,73.194
2764,CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332,3,0.7,-7.5768
2765,CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155,5,0.7,-23.8855
2769,US-2015-122140,04-02-2015,04-07-2015,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2,0.8,-80.48
2788,US-2014-117744,12-02-2014,12-06-2014,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803
2790,US-2014-117744,12-02-2014,12-06-2014,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976
2793,CA-2014-125514,9/21/2014,9/22/2014,First Class,,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0.0,3.1104
2827,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2,0.8,-4.3584
2847,CA-2017-152093,09-10-2017,9/15/2017,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,60653,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3,0.8,-1143.891
2850,CA-2016-123617,11/28/2016,12-03-2016,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,6,0.7,-5.6994
2863,CA-2017-106537,08-12-2017,8/17/2017,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,32839,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.736,0,0.2,7.2576
2864,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,0,0.0,8.4888
2865,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,0,0.0,22.6233
2883,CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,5,0.8,-13.7175
2923,US-2015-141453,11/30/2015,12-03-2015,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,78745,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882,3,0.8,-5.823
2929,US-2017-120390,10/19/2017,10/26/2017,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,27217,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.188,4,0.7,-1306.5504
2947,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",0.0,3,0.0,11.025
2951,CA-2017-134915,11-12-2017,11-12-2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,0,0.2,8.381
2958,CA-2017-168900,05-04-2017,05-09-2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313,1,0.7,-1.9275
2967,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,6,0.6,-19.7712
2971,CA-2017-167941,11-06-2017,11-09-2017,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,8,0.7,-10.6176
3000,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,206.991,3,0.7,-172.4925
3002,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.006,2,0.7,-7.2048
3011,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,5,0.7,-9.223
3012,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,5,0.7,-3399.98
3013,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594,2,0.7,-15.8356
3014,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964,6,0.7,-6.5736
3018,US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
3077,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229
3085,CA-2017-118773,02-09-2017,2/14/2017,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,4,0.8,-417.0936
3087,CA-2017-118773,02-09-2017,2/14/2017,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892
3088,CA-2017-118773,02-09-2017,2/14/2017,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,0.8,-32.48
3097,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,5.768,2,0.8,-13.5548
3104,CA-2016-124562,12-08-2016,12-12-2016,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,0.7,-9.5018
3123,CA-2015-121720,06-11-2015,06-12-2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
3124,CA-2015-121720,06-11-2015,06-12-2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,-3.14
3135,CA-2017-164168,11-12-2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,-45.84
3140,CA-2017-164168,11-12-2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072
3142,US-2014-122959,12-12-2014,12-12-2014,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272
3152,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912
3161,US-2014-150924,09-12-2014,9/16/2014,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029
3172,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,-4.752
3176,US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784
3186,CA-2014-123498,11-07-2014,11-09-2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782
3193,CA-2017-158953,06-04-2017,06-08-2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555
3194,CA-2014-165428,09-01-2014,09-04-2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192
3198,CA-2015-149384,07-10-2015,07-10-2015,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,-2.244
3212,US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7,0.8,-18.5262
3232,US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782
3233,US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.896,1,0.8,-4.7784
3241,US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,-2.8272
3243,CA-2017-114524,3/31/2017,04-05-2017,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.468,13,0.8,-22.8956
3259,US-2016-161844,12-09-2016,12/14/2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622
3260,US-2016-162103,11/13/2016,11/17/2016,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704
3285,CA-2014-103702,09-12-2014,9/17/2014,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776
3295,CA-2014-138023,8/15/2014,8/18/2014,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632
3297,US-2015-110569,5/23/2015,5/30/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796
3300,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,0.7,-40.7976
3304,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944,3,0.7,-1.4256
3308,CA-2014-104738,12/30/2014,01-01-2015,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,3,0.8,-3.6576
3317,CA-2017-161739,11-10-2017,11/15/2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45
3325,CA-2014-165309,11-11-2014,11/15/2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,896.99,5,0.8,-1480.0335
3326,CA-2014-165309,11-11-2014,11/15/2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,1,0.8,-1.9744
3334,CA-2017-122595,12/14/2017,12/20/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032,1,0.6,-1.3208
3346,CA-2016-145982,8/27/2016,09-01-2016,Second Class,,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.68,4,0.0,5.256
3349,CA-2017-154732,11-05-2017,11-07-2017,First Class,AH-10195,Alan Haines,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5,0.8,-25.648
3359,CA-2016-139234,05-06-2016,05-10-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,0.8,-5.2932
3365,CA-2016-130050,7/16/2016,7/18/2016,Second Class,MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,9.552,3,0.6,-3.8208
3379,CA-2017-142867,3/17/2017,3/21/2017,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6,0.8,-22.0416
3389,CA-2017-148404,10-07-2017,10-11-2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",50.454,6,0.7,-33.636
3394,CA-2014-105340,11/22/2014,11/25/2014,First Class,EH-14185,Evan Henry,Consumer,United States,Pasadena,Texas,77506,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1,0.8,-11.0848
3403,CA-2015-129700,05-04-2015,05-05-2015,First Class,LA-16780,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,60477,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.288,7,0.6,-8.9152
3404,CA-2017-168739,5/29/2017,06-05-2017,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392
3408,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.488,8,0.7,-5.2416
3436,US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520,Neoma Murray,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,15.08,2,0.8,-22.62
3437,US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520,Neoma Murray,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512
3438,CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2,0.6,-8.5008
3459,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,3.444,2,0.7,-2.7552
3460,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194,2,0.7,-412.6154
3507,CA-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,3.392,4,0.8,-5.088
3546,CA-2017-121216,12/23/2017,12/25/2017,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,29.312,8,0.8,-74.7456
3554,CA-2017-107832,11/23/2017,11/26/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,7.476,1,0.7,-5.9808
3562,CA-2017-109757,09-04-2017,09-09-2017,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,25.56,5,0.7,-20.448
3563,CA-2017-109757,09-04-2017,09-09-2017,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,4.368,2,0.7,-3.0576
3568,CA-2016-137176,09-09-2016,9/14/2016,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Dallas,Texas,75220,Central,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,4,0.6,-12.0064
3594,CA-2016-164154,09-11-2016,9/17/2016,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428,3,0.7,-17.9424
3616,CA-2017-112529,11/19/2017,11/21/2017,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776,0,0.2,8.7384
3617,CA-2016-154536,09-05-2016,09-09-2016,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,5,0.7,-7.3255
3642,CA-2016-145177,11-10-2016,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,7,0.7,-46.592
3649,CA-2015-168459,11/22/2015,11/27/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622
3666,CA-2014-129364,12-08-2014,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.456,4,0.7,-4.5192
3674,CA-2016-104969,04-08-2016,4/14/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92
3688,CA-2016-108567,5/20/2016,5/24/2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,0.7,-2.245
3691,US-2015-131359,10/30/2015,11-02-2015,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,59.994,2,0.7,-45.9954
3708,CA-2014-120544,11/23/2014,11/27/2014,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.368,2,0.6,-2.5472
